locator_domain,page_url,location_name,street_address,city,state,zip,store_number,phone,latitude,longitude,country_code,location_type,hours_of_operation
novanthealth.org,http://www.nhforsythendocrineconsultants.org/?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-097,Novant Health Forsyth Endocrine Consultants - Highland Oaks,"755 Highland Oaks Drive,Suite 201",Winston-Salem,NC,27103,MG097,336-765-0020,36.06043,-80.30219,US,clinic and outpatient center,"Fri 8 AM - 12 PM, 1 PM - 4 PM, Mon-Thu 8 AM - 12 PM, 1 PM - 5 PM"
novanthealth.org,https://www.nhforsythendocrineconsultants.org/?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-466,Novant Health Forsyth Endocrine Consultants - Thomasville,903 Randolph Street,Thomasville,NC,27360,MG466,336-765-0020,35.870301,-80.073136,US,clinic and outpatient center,"Thu 8 AM - 5 PM, Tue 8 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-forsyth-family-medicine.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-098,Novant Health Forsyth Family Medicine,400 Jonestown Road,Winston-Salem,NC,27104,MG098,336-768-9515,36.075029,-80.336996,US,clinic and outpatient center,Mon-Fri 7 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-forsyth-heart--wellness.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-099,Novant Health Forsyth Heart & Wellness - Heart Failure Clinic,3333 Silas Creek Parkway,Winston-Salem,NC,27103,MG099,336-718-6199,36.076444,-80.29657,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-forsyth-internal-medicine.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-100 ,Novant Health Forsyth Internal Medicine,1381 Westgate Center Drive,Winston-Salem,NC,27103,MG100,336-718-0100,36.070981,-80.311031,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/Forsyth-Medical-Center.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MC-04,Novant Health Forsyth Medical Center,3333 Silas Creek Parkway,Winston-Salem,NC,27103,MC04,336-718-5000,36.076444,-80.29657,US,hospital,Open 24 hours
novanthealth.org,https://www.nhforsythpedskernersville.org?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-102,Novant Health Forsyth Pediatrics - Kernersville,240 Broad Street,Kernersville,NC,27284,MG102,336-993-8333,36.115017,-80.072062,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,http://www.nhforsythpedskernersville.org?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-103,Novant Health Forsyth Pediatrics - Oak Ridge,"2205 Oak Ridge Road,Suite BB",Oak Ridge,NC,27310,MG103,336-644-0994,36.174141,-79.990957,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.nhforsythpedskernersville.org/?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-104,Novant Health Forsyth Pediatrics - Union Cross,"1471 Jag Branch Blvd.,Suite 101",Kernersville,NC,27284,MG104,336-515-7420,36.079109,-80.105386,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,http://www.nhforsythpedskernersville.org?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-105,Novant Health Forsyth Pediatrics - Walkertown,3431 Walkertown Commons Drive,Walkertown,NC,27051,MG105,336-564-4101,36.16255,-80.13727,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,http://www.nhforsythpediatrics.org/?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-106,Novant Health Forsyth Pediatrics - Westgate,1351 Westgate Center Drive,Winston-Salem,NC,27103,MG106,336-718-7777,36.072497,-80.311692,US,clinic and outpatient center,"Mon-Fri 8 AM - 8 PM, Sat 9 AM - 12 PM"
novanthealth.org,http://www.nhforsythpedskernersville.org?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-101,Novant Health Forsyth Pediatrics After Hours,"1471 Jag Branch Blvd,Suite 101",Kernersville,NC,27284,MG101,336-515-7420,36.079109,-80.105386,US,clinic and outpatient center,Sat-Sun 10 AM - 4 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-friedberg-family-medicine.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-107 ,Novant Health Friedberg Family Medicine,5010 Peters Creek Parkway,Winston-Salem,NC,27127,MG107,336-788-4664,36.003469,-80.264175,US,clinic and outpatient center,"Mon-Fri 7:30 AM - 8 PM, Sat 8 AM - 12:15 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-gastroenterology---brunswick.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-108,Novant Health Gastroenterology Brunswick,"13 Medical Campus Drive,Suite 102",Supply,NC,28462,MG108,910-754-5988,34.015755,-78.283806,US,clinic and outpatient center,Mon-Fri 8 AM - 4:30 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-gateway-family-medicine.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-109,Novant Health Gateway Family Medicine,390 Salem Avenue W,Winston-Salem,NC,27101,MG109,336-721-2375,36.08133,-80.242924,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/Clinic-locations/Novant-Health-Gilead-Road-Pediatrics--Internal-Medicine?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-110,Novant Health Gilead Road Pediatrics & Internal Medicine,"9615 Kincey Ave.,Suite 100",Huntersville,NC,28078,MG110,704-316-5635,35.403956,-80.867615,US,clinic and outpatient center,"Mon-Fri 8 AM - 12 PM, 1 PM - 4:30 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-gohealth-urgent-care---ballantyne.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-081,Novant Health GoHealth Urgent Care - Ballantyne,"15235 John J Delaney Drive, Suite B",Charlotte,NC,28277,MG081,704-243-8937,35.054168,-80.849039,US,clinic and outpatient center,"Mon-Fri 8 AM - 8 PM, Sat-Sun 9 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-gohealth-urgent-care---berewick.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-537,Novant Health GoHealth Urgent Care - Berewick,"4815 Berewick Town Center Drive, Suite C",Charlotte,NC,28278,MG537,980-337-4652,35.160357,-80.972249,US,clinic and outpatient center,"Mon-Fri 8 AM - 8 PM, Sat-Sun 9 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-gohealth-urgent-care---clemmons.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-082,Novant Health GoHealth Urgent Care - Clemmons,3163 Gammon Ln,Clemmons,NC,27012,MG082,336-310-5571,36.040218,-80.388829,US,clinic and outpatient center,"Mon-Fri 8 AM - 8 PM, Sat-Sun 9 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-gohealth-urgent-care---cornelius.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-582,Novant Health GoHealth Urgent Care - Cornelius,"17078 Nat Bynam Lane,STE 3",Cornelius,NC,28031,MG582,704-324-3975,35.483314,-80.881897,US,clinic and outpatient center,"Mon-Fri 8 AM - 8 PM, Sat-Sun 9 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-gohealth-urgent-care---hanes-square.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-404,Novant Health GoHealth Urgent Care - Hanes Square,105 Hanes Square Shop Cir,Winston-Salem,NC,27103,MG404,336-441-5569,36.066425,-80.319143,US,clinic and outpatient center,"Mon-Fri 8 AM - 8 PM, Sat-Sun 9 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-gohealth-urgent-care---harrisburg.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-400,Novant Health GoHealth Urgent Care - Harrisburg,"9550 Rocky River Road,Suite 150",Harrisburg,NC,28215,MG400,704-457-1510,35.284196,-80.662604,US,clinic and outpatient center,"Mon-Fri 8 AM - 8 PM, Sat-Sun 9 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-gohealth-urgent-care---huntersville.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-544,Novant Health GoHealth Urgent Care - Huntersville,"9121 Sam Furr Rd, Ste 108",Huntersville,NC,28078,MG544,704-324-3590,35.443856,-80.872449,US,clinic and outpatient center,"Mon-Fri 8 AM - 8 PM, Sat-Sun 9 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-gohealth-urgent-care---kernersville.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-405,Novant Health GoHealth Urgent Care - Kernersville,"794 S. Main Street,Suite B",Kernersville,NC,27284,MG405,336-996-2173,36.112789,-80.085777,US,clinic and outpatient center,"Mon-Fri 8 AM - 8 PM, Sat-Sun 9 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-gohealth-urgent-care---lexington.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-085,Novant Health GoHealth Urgent Care - Lexington,"1977 Cotton Grove,Rd",Lexington,NC,27292,MG085,336-443-6041,35.771438,-80.260631,US,clinic and outpatient center,"Mon-Fri 8 AM - 8 PM, Sat-Sun 9 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-gohealth-urgent-care---matthews.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-407,Novant Health GoHealth Urgent Care - Matthews,"9600 E. Independence Blvd.,Suite B",Matthews,NC,28105,MG407,704-815-5624,35.13551,-80.715161,US,clinic and outpatient center,"Mon-Fri 8 AM - 8 PM, Sat-Sun 9 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-gohealth-urgent-care---midtown.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-406,Novant Health GoHealth Urgent Care - Midtown,445 South Kings Drive,Charlotte,NC,28204,MG406,980-308-0141,35.210944,-80.835378,US,clinic and outpatient center,"Mon-Fri 8 AM - 8 PM, Sat-Sun 9 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-gohealth-urgent-care---mint-hill-south.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-086,Novant Health GoHealth Urgent Care - Mint Hill South,"11300 Cresthill Drive,Suite 120",Mint Hill,NC,28227,MG086,704-438-9479,35.175134,-80.653913,US,clinic and outpatient center,"Mon-Fri 8 AM - 8 PM, Sat-Sun 9 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-gohealth-urgent-care---mooresville.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-572,Novant Health GoHealth Urgent Care - Mooresville,"130 Plantation Ridge Drive, Suite 100",Mooresville,NC,28117,MG572,704-324-3986,35.589466,-80.876304,US,clinic and outpatient center,"Mon-Fri 8 AM - 8 PM, Sat-Sun 9 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-gohealth-urgent-care---mountain-island.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-569,Novant Health GoHealth Urgent Care - Mountain Island,"3500 Mt Holly-Huntersville Road, Suite B",Charlotte,NC,28216,MG569,704-317-2108,35.323417,-80.947426,US,clinic and outpatient center,"Mon-Fri 8 AM - 8 PM, Sat-Sun 9 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-gohealth-urgent-care---park-road.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-591,Novant Health GoHealth Urgent Care - Park Road,4304 Park Road,Charlotte,NC,28209,MG591,704-272-3395,35.173525,-80.851488,US,clinic and outpatient center,"Mon-Fri 8 AM - 8 PM, Sat-Sun 9 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-gohealth-urgent-care---quail-hollow.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-408,Novant Health GoHealth Urgent Care - Quail Hollow,8450 Park Road,Charlotte,NC,28210,MG408,980-308-0143,35.11625,-80.856655,US,clinic and outpatient center,"Mon-Fri 8 AM - 8 PM, Sat-Sun 9 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-gohealth-urgent-care---silas-creek.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-401,Novant Health GoHealth Urgent Care - Silas Creek,2452 Fairlawn Ct,Winston-Salem,NC,27106,MG401,336-443-9910,36.142979,-80.29405,US,clinic and outpatient center,"Mon-Fri 8 AM - 8 PM, Sat-Sun 9 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-gohealth-urgent-care---steele-creek.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-536,Novant Health GoHealth Urgent Care - Steele Creek,"13129 South Tryon Street,Suite 120",Charlotte,NC,28278,MG536,980-337-4662,35.100471,-80.992099,US,clinic and outpatient center,"Mon-Fri 8 AM - 8 PM, Sat-Sun 9 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-gohealth-urgent-care---thomasville.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-088,Novant Health GoHealth Urgent Care - Thomasville,"1122 Randolph St,Ste 110",Thomasville,NC,27360,MG088,336-481-0739,35.858252,-80.073919,US,clinic and outpatient center,"Mon-Fri 8 AM - 8 PM, Sat-Sun 9 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-gohealth-urgent-care---waverly.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-410,Novant Health GoHealth Urgent Care - Waverly,"11840 Southmore Drive,Suite 100",Charlotte,NC,28277,MG410,980-308-0169,35.047789,-80.768507,US,clinic and outpatient center,"Mon-Fri 8 AM - 8 PM, Sat-Sun 9 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-gohealth-urgent-care---west-highland.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-083,Novant Health GoHealth Urgent Care - West Highland,"50 Miller Street,Suite C",Winston-Salem,NC,27104,MG083,336-310-5535,36.093731,-80.274792,US,clinic and outpatient center,"Mon-Fri 8 AM - 8 PM, Sat-Sun 9 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-granite-quarry-internal-medicine--pediatrics.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-111 ,Novant Health Granite Quarry Internal Medicine & Pediatrics,111 South Salisbury GQ Ave.,Granite Quarry,NC,28146,MG111,704-279-1679,35.613858,-80.445344,US,clinic and outpatient center,Mon-Fri 7 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-gynecologic-surgery--pelvic-pain---southpark.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-463,Novant Health Gynecologic Surgery & Pelvic Pain - SouthPark,"6324 Fairview Road,Suite 390",Charlotte,NC,28210,MG463,704-384-1407,35.148824,-80.83527,US,clinic and outpatient center,Mon-Fri 8:30 AM - 5 PM
novanthealth.org,http://www.nhhallmarkcare.org/?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-113,Novant Health Hallmark Care,"4500 Cameron Valley Parkway,Suite 100",Charlotte,NC,28211,MG113,704-384-7910,35.148584,-80.825406,US,clinic and outpatient center,Mon-Fri 8:30 AM - 5 PM
novanthealth.org,https://www.nhharborpointeobgyn.org?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-133 ,Novant Health Harbor Pointe OB/GYN - Denver,"269 Gillman Road,Suite 100",Denver,NC,28037,MG133,704-316-4830,35.442858,-81.000311,US,clinic and outpatient center,"Fri 8 AM - 5 PM, Wed 8 AM - 5 PM"
novanthealth.org,https://www.nhharborpointeobgyn.org?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-134 ,Novant Health Harbor Pointe OB/GYN - Huntersville,"14330 Oakhill Park Lane,Suite 100 & 200",Huntersville,NC,28078,MG134,704-316-4830,35.41023,-80.860424,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.nhharborpointeobgyn.org?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-135 ,Novant Health Harbor Pointe OB/GYN - Langtree,"106 Langtree Village Drive,Suite 200",Mooresville,NC,28117,MG135,704-316-4830,35.528303,-80.866967,US,clinic and outpatient center,"Thu 8 AM - 5 PM, Tue 8 AM - 5 PM"
novanthealth.org,http://www.nhharborsidepediatrics.org/?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-114,Novant Health Harborside Pediatrics,"133 Welton Way,Suite C",Mooresville,NC,28117,MG114,704-664-2552,35.589979,-80.874786,US,clinic and outpatient center,"Mon-Fri 8:30 AM - 12:30 PM, 2 PM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-harrisburg-family-medicine.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-546,Novant Health Harrisburg Family Medicine,"6555 Kee Lane,Suite 200",Harrisburg,NC,28075,MG546,980-302-9840,35.322521,-80.645393,US,clinic and outpatient center,Mon-Fri 7 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/home/services/surgery.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=OP-023,Novant Health Hawthorne Outpatient Surgery Center,1999 South Hawthorne Road,Winston-Salem,NC,27103,OP023,336-718-6800,36.077778,-80.295371,US,clinic and outpatient center,Mon-Fri 6 AM - 4:30 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-headache-clinic---union-cross.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-115,Novant Health Headache Clinic - Union Cross,"1471 Jag Branch Blvd.,Suite 105",Kernersville,NC,27284,MG115,336-277-6430,36.079234,-80.105625,US,clinic and outpatient center,"Fri 8 AM - 12 PM, Mon-Thu 8 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-heart--vascular-institute---adbel-plaza.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-116,Novant Health Heart & Vascular Institute - Adbel Plaza,"1401 Matthews Township Parkway,Suite 212",Matthews,NC,28105,MG116,704-316-3131,35.122505,-80.714919,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-heart--vascular-institute---charlotte.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-117,Novant Health Heart & Vascular Institute - Elizabeth (Cardiology),"125 Queens Road, Suite 200",Charlotte,NC,28204,MG117,704-343-9800,35.211904,-80.826853,US,clinic and outpatient center,Mon-Fri 7:30 AM - 5 PM
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-heart--vascular-institute---elizabeth-prevention.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-126,Novant Health Heart & Vascular Institute - Elizabeth (Prevention),"125 Queens Road, Suite 330",Charlotte,NC,28204,MG126,704-384-5043,35.211516,-80.826438,US,clinic and outpatient center,"Fri 7 AM - 12 PM, Mon-Thu 7 AM - 5 PM"
novanthealth.org,https://www.novanthealth.org/clinic-locations/novant-health-heart--vascular-institute---elizabeth-surgery.aspx?utm_source=NHLF&utm_medium=referral&utm_campaign=LF&utm_content=MG-126 ,Novant Health Heart & Vascular Institute - Elizabeth (Surgery),"125 Queens Road, Suite 250",Charlotte,NC,28204,MG127,704-316-5100,35.211904,-80.826853,US,clinic and outpatient center,Mon-Fri 8 AM - 5 PM
